,Date,median_transaction_fee3momUSD,fee_to_reward7momUSD,top100cap7mom,mining_profitability7rsi,top100cap14mom,price3wmaUSD,transactionvalue90emaUSD,difficulty30sma,fee_to_reward90smaUSD
1223,2013/11/21,0.005,0.2,-0.013,63.099,-0.105,564.976,4612.0,456935636.0,0.942
1224,2013/11/22,0.007,0.123,0.754,73.179,0.629,619.851,4974.0,468327351.0,0.941
1225,2013/11/23,0.029,0.199,0.415,73.912,0.322,694.282,5211.0,479719065.0,0.938
1226,2013/11/24,0.01,0.049,0.381,69.029,0.29,710.005,5482.0,491110779.0,0.931
1227,2013/11/25,0.005,-0.243,0.325,70.017,0.269,718.836,5685.0,498982564.0,0.926
1228,2013/11/26,0.001,-0.148,0.204,70.758,0.223,756.445,6421.0,506267694.0,0.871
1229,2013/11/27,0.019,0.085,0.135,84.523,0.204,831.713,6965.0,513552824.0,0.873
1230,2013/11/28,0.021,-0.029,0.28,81.475,0.267,897.143,7529.0,520837953.0,0.871
1231,2013/11/29,0.019,0.061,-0.619,69.583,0.135,950.896,7996.0,528953281.0,0.871
1232,2013/11/30,0.016,-0.036,-0.388,76.293,0.026,1009.0,8409.0,539502597.0,0.871
1233,2013/12/01,-0.002,-0.03,-0.355,51.421,0.026,972.158,8646.0,550051914.0,0.866
1234,2013/12/02,-0.006,0.078,-0.346,45.215,-0.02,939.52,8843.0,560601230.0,0.865
1235,2013/12/03,-0.007,-0.225,-0.266,62.004,-0.062,950.888,8980.0,571150547.0,0.862
1236,2013/12/04,0.012,-0.214,-0.193,52.269,-0.059,999.59,9170.0,581699863.0,0.859
1237,2013/12/05,0.007,-0.147,-0.323,54.138,-0.043,1005.0,9376.0,591536531.0,0.857
1238,2013/12/06,-0.007,-0.232,-0.027,54.926,-0.646,961.271,9502.0,598085815.0,0.854
1239,2013/12/07,-0.032,0.308,0.068,36.772,-0.321,830.95,9848.0,604635100.0,0.855
1240,2013/12/08,-0.026,-0.153,0.005,41.968,-0.35,759.723,10047.0,611184385.0,0.851
1241,2013/12/09,-0.006,-0.143,0.067,41.514,-0.279,792.802,10195.0,617733670.0,0.849
1242,2013/12/10,0.02,-0.043,0.278,47.466,0.012,866.112,10222.0,626550536.0,0.848
1243,2013/12/11,0.015,-0.064,0.463,37.948,0.27,892.177,10321.0,639797907.0,0.846
1244,2013/12/12,0.0,-0.177,0.556,35.939,0.233,875.513,10391.0,653045278.0,0.846
1245,2013/12/13,-0.005,-0.021,0.492,40.949,0.464,867.557,10461.0,666292648.0,0.846
1246,2013/12/14,-0.003,-0.515,0.408,43.93,0.476,859.707,10454.0,679540019.0,0.842
1247,2013/12/15,-0.002,0.027,0.433,34.807,0.438,847.205,10387.0,692787390.0,0.833
1248,2013/12/16,-0.01,-0.074,0.407,41.268,0.474,807.842,10680.0,706034761.0,0.766
1249,2013/12/17,-0.018,-0.065,0.18,32.993,0.458,733.724,10793.0,718222423.0,0.741
1250,2013/12/18,-0.028,-0.048,0.014,27.546,0.478,630.664,10858.0,728184695.0,0.724
1251,2013/12/19,-0.016,-0.06,-0.037,35.903,0.519,605.001,10884.0,738146968.0,0.721
1252,2013/12/20,-0.001,0.017,-0.12,32.787,0.372,629.514,10867.0,748109241.0,0.719
1253,2013/12/21,0.006,0.058,-0.124,30.412,0.284,630.986,10860.0,763376234.0,0.716
1254,2013/12/22,0.002,0.011,-0.151,29.953,0.282,632.761,10861.0,782424251.0,0.711
1255,2013/12/23,-0.001,-0.029,-0.163,29.796,0.244,639.03,10808.0,801472268.0,0.708
1256,2013/12/24,0.006,-0.014,-0.12,30.73,0.06,657.862,10796.0,820520286.0,0.704
1257,2013/12/25,0.01,-0.07,-0.515,29.827,-0.5,667.12,10787.0,839568303.0,0.7
1258,2013/12/26,0.008,0.005,-0.505,44.876,-0.542,700.477,10739.0,858616320.0,0.683
1259,2013/12/27,0.008,-0.098,-0.503,44.412,-0.623,731.743,10685.0,877664337.0,0.68
1260,2013/12/28,0.0,0.002,-0.425,35.49,-0.549,741.822,10655.0,896712354.0,0.676
1261,2013/12/29,0.0,0.075,-0.404,49.018,-0.554,736.43,10676.0,914930174.0,0.673
1262,2013/12/30,0.001,-0.012,-0.331,45.599,-0.494,746.633,10679.0,930714004.0,0.667
1263,2013/12/31,0.002,-0.046,-0.406,48.857,-0.526,753.506,10611.0,946497834.0,0.66
1264,2014/01/01,0.004,-0.121,-0.261,53.882,-0.776,764.563,10580.0,962281665.0,0.654
1265,2014/01/02,0.002,0.114,-0.245,30.859,-0.75,773.037,10564.0,985570443.0,0.653
1266,2014/01/03,0.004,0.076,-0.215,47.812,-0.718,785.263,10589.0,1009272880.0,0.651
1267,2014/01/04,0.006,0.037,-0.154,42.983,-0.579,811.85,10573.0,1032975318.0,0.65
1268,2014/01/05,0.01,-0.057,-0.189,56.63,-0.593,849.344,10643.0,1056677755.0,0.644
1269,2014/01/06,0.017,0.361,-0.197,53.238,-0.528,912.535,10713.0,1080380192.0,0.646
1270,2014/01/07,0.008,0.112,-0.161,48.05,-0.567,924.258,10760.0,1104082629.0,0.643
1271,2014/01/08,-0.003,0.11,0.011,48.177,-0.25,889.388,10755.0,1127785066.0,0.639
1272,2014/01/09,-0.011,-0.164,0.005,52.578,-0.24,860.165,10700.0,1149219922.0,0.636
1273,2014/01/10,-0.007,-0.075,-0.014,41.965,-0.229,847.779,10653.0,1166224273.0,0.632
1274,2014/01/11,0.005,-0.115,-0.076,52.696,-0.23,873.451,10563.0,1183228624.0,0.629
1275,2014/01/12,0.004,-0.061,-0.038,53.874,-0.227,887.801,10486.0,1200232975.0,0.625
1276,2014/01/13,-0.001,-0.348,-0.097,33.447,-0.295,866.579,10433.0,1227630089.0,0.622
1277,2014/01/14,-0.006,0.046,-0.139,40.277,-0.301,850.283,10442.0,1257003292.0,0.616
1278,2014/01/15,-0.004,0.073,0.019,45.199,0.03,849.915,10392.0,1286376495.0,0.611
1279,2014/01/16,0.002,0.039,0.092,40.288,0.097,853.711,10358.0,1315749698.0,0.605
1280,2014/01/17,-0.002,0.117,0.17,36.506,0.156,839.026,10261.0,1345122901.0,0.602
1281,2014/01/18,-0.002,0.059,0.167,47.447,0.091,835.041,10158.0,1374496104.0,0.599
1282,2014/01/19,-0.001,0.042,0.188,42.98,0.15,837.233,10150.0,1403869307.0,0.594
1283,2014/01/20,0.006,0.029,0.201,51.73,0.103,863.277,10156.0,1427937789.0,0.59
1284,2014/01/21,0.003,-0.021,0.246,42.14,0.107,867.254,10090.0,1448225248.0,0.585
1285,2014/01/22,0.001,-0.058,0.142,49.707,0.161,861.58,10005.0,1468512707.0,0.578
1286,2014/01/23,-0.005,0.093,0.05,43.743,0.142,846.938,9929.0,1488800165.0,0.573
1287,2014/01/24,-0.005,-0.062,0.193,41.897,0.363,825.452,9912.0,1514150298.0,0.568
1288,2014/01/25,-0.002,-0.005,0.18,37.999,0.348,823.758,9848.0,1547914454.0,0.557
1289,2014/01/26,0.002,0.039,0.2,37.823,0.388,841.755,9768.0,1581678610.0,0.552
1290,2014/01/27,0.005,-0.004,0.254,45.342,0.455,854.819,9798.0,1615442766.0,0.546
1291,2014/01/28,-0.003,-0.008,0.252,35.539,0.498,828.983,9749.0,1649206922.0,0.544
1292,2014/01/29,-0.004,0.042,0.249,40.995,0.39,822.022,9675.0,1682971077.0,0.541
1293,2014/01/30,-0.005,-0.077,0.268,48.817,0.318,814.543,9614.0,1716735233.0,0.537
1294,2014/01/31,0.003,-0.011,0.046,44.089,0.24,820.745,9522.0,1750499389.0,0.535
1295,2014/02/01,0.001,-0.045,0.152,43.413,0.333,829.573,9463.0,1776758597.0,0.529
1296,2014/02/02,0.002,-0.077,0.144,45.762,0.343,834.791,9420.0,1802604146.0,0.519
1297,2014/02/03,-0.001,-0.041,0.087,39.498,0.341,826.792,9364.0,1828449695.0,0.51
1298,2014/02/04,-0.002,-0.037,0.289,45.681,0.541,820.439,9362.0,1854295244.0,0.476
1299,2014/02/05,-0.001,-0.021,-0.255,37.56,-0.006,823.869,9365.0,1889302720.0,0.441
1300,2014/02/06,-0.002,0.028,-0.273,40.192,-0.005,813.216,9320.0,1929400155.0,0.41
1301,2014/02/07,-0.009,0.082,-0.293,29.675,-0.247,769.113,9314.0,1969497591.0,0.398
1302,2014/02/08,-0.013,0.028,-0.375,35.729,-0.223,724.354,9246.0,2009595026.0,0.389
1303,2014/02/09,-0.012,0.075,-0.391,28.329,-0.247,691.651,9178.0,2049692461.0,0.378
1304,2014/02/10,-0.007,0.068,-0.465,41.421,-0.377,671.361,9152.0,2089789897.0,0.377
1305,2014/02/11,-0.004,-0.011,-0.654,37.588,-0.365,663.315,9106.0,2129887332.0,0.374
1306,2014/02/12,-0.004,0.031,-0.076,40.812,-0.331,647.47,9048.0,2159592004.0,0.373
1307,2014/02/13,-0.008,-0.014,-0.047,34.123,-0.319,609.077,8979.0,2187320587.0,0.371
1308,2014/02/14,-0.011,-0.037,-0.007,35.025,-0.3,571.091,8912.0,2215049171.0,0.372
1309,2014/02/15,-0.005,-0.001,-0.043,37.999,-0.418,572.285,8946.0,2242777754.0,0.371
1310,2014/02/16,0.006,-0.075,-0.01,41.439,-0.401,604.222,8894.0,2270506338.0,0.366
1311,2014/02/17,0.008,0.269,0.117,30.652,-0.348,624.462,8814.0,2314955311.0,0.364
1312,2014/02/18,0.004,0.008,0.225,39.36,-0.429,629.878,8727.0,2359622852.0,0.361
1313,2014/02/19,-0.001,-0.071,0.166,40.233,0.09,625.663,8623.0,2404290393.0,0.356
1314,2014/02/20,-0.003,0.019,0.192,35.441,0.146,610.982,8533.0,2448957933.0,0.354
1315,2014/02/21,-0.006,0.007,0.182,30.495,0.175,585.48,8437.0,2493625474.0,0.352
1316,2014/02/22,-0.004,0.005,0.237,45.963,0.194,577.115,8337.0,2538293015.0,0.351
1317,2014/02/23,0.002,0.054,0.21,40.789,0.2,596.21,8245.0,2577897881.0,0.349
1318,2014/02/24,0.001,-0.287,0.038,42.843,0.155,587.731,8200.0,2609088725.0,0.346
1319,2014/02/25,-0.008,0.112,-0.401,32.739,-0.176,543.102,8175.0,2640279568.0,0.343
1320,2014/02/26,-0.005,0.034,-0.264,48.53,-0.098,548.157,8113.0,2671470412.0,0.339
1321,2014/02/27,0.001,-0.028,-0.347,45.803,-0.155,564.487,8036.0,2702661255.0,0.335
1322,2014/02/28,0.007,-0.003,-0.394,40.565,-0.211,572.786,7961.0,2744213858.0,0.334
1323,2014/03/01,-0.001,0.076,-0.425,34.497,-0.188,565.989,7943.0,2798276388.0,0.334
1324,2014/03/02,-0.002,0.022,-0.424,37.043,-0.214,561.848,7887.0,2852338919.0,0.332
1325,2014/03/03,0.004,0.146,-0.348,45.295,-0.311,582.78,7891.0,2906401450.0,0.332
1326,2014/03/04,0.012,0.026,0.072,51.902,-0.329,633.92,7895.0,2960463981.0,0.332
1327,2014/03/05,0.01,0.044,0.035,47.506,-0.228,657.671,7856.0,3014526512.0,0.33
1328,2014/03/06,0.006,0.032,0.098,54.549,-0.249,664.278,7810.0,3068589043.0,0.33
1329,2014/03/07,-0.004,-0.029,-1.121,44.723,-1.515,651.877,8108.0,3113489647.0,0.325
1330,2014/03/08,-0.004,-0.073,-1.089,44.153,-1.514,634.126,8260.0,3153300292.0,0.325
1331,2014/03/09,-0.003,-0.035,-1.253,50.84,-1.676,627.33,8287.0,3193110937.0,0.324
1332,2014/03/10,-0.001,-0.029,-1.852,41.139,-2.201,627.59,8406.0,3232921582.0,0.325
1333,2014/03/11,0.001,-0.102,-1.956,50.1,-1.884,627.644,8400.0,3272732227.0,0.324
1334,2014/03/12,0.001,-0.004,-1.988,53.079,-1.953,632.185,8417.0,3312542872.0,0.324
1335,2014/03/13,0.001,0.023,-2.004,39.484,-1.906,636.044,8378.0,3365763829.0,0.325
1336,2014/03/14,0.001,0.076,-0.732,39.243,-1.853,635.556,8317.0,3420057611.0,0.326
1337,2014/03/15,-0.001,-0.012,-0.77,46.387,-1.858,633.172,8267.0,3474351393.0,0.326
1338,2014/03/16,-0.001,0.015,-0.608,49.535,-1.86,631.8,8175.0,3528645176.0,0.326
1339,2014/03/17,-0.001,-0.111,0.038,39.627,-1.814,628.306,8108.0,3582938958.0,0.326
1340,2014/03/18,-0.002,-0.097,0.034,42.017,-1.922,620.372,8586.0,3637232740.0,0.325
1341,2014/03/19,-0.002,-0.026,-0.05,49.936,-2.039,615.566,8599.0,3674806132.0,0.326
1342,2014/03/20,-0.003,-0.051,-0.041,45.701,-2.045,604.85,8535.0,3712160957.0,0.325
1343,2014/03/21,-0.003,-0.094,-0.032,45.702,-0.765,592.082,8453.0,3749515782.0,0.325
1344,2014/03/22,-0.005,0.148,-0.027,35.789,-0.796,575.086,8345.0,3786870607.0,0.327
1345,2014/03/23,-0.003,-0.081,-0.02,47.629,-0.628,567.007,8234.0,3824225432.0,0.326
1346,2014/03/24,-0.002,-0.048,-0.017,41.84,0.021,563.836,8173.0,3862251039.0,0.326
1347,2014/03/25,0.001,0.103,-0.096,32.629,-0.062,570.869,8093.0,3924827286.0,0.327
1348,2014/03/26,0.002,0.044,-0.02,39.463,-0.07,576.349,8012.0,3987403533.0,0.328
1349,2014/03/27,-0.002,0.008,0.015,39.74,-0.026,561.101,7968.0,4049979780.0,0.328
1350,2014/03/28,-0.008,-0.032,0.145,31.165,0.112,528.995,7929.0,4112556027.0,0.328
1351,2014/03/29,-0.008,-0.189,0.155,36.665,0.128,507.749,7838.0,4175132275.0,0.326
1352,2014/03/30,-0.007,0.102,0.131,29.519,0.112,484.933,7780.0,4227346763.0,0.327
1353,2014/03/31,-0.005,0.004,0.192,41.886,0.175,468.199,7725.0,4267051323.0,0.327
1354,2014/04/01,-0.002,-0.082,0.294,37.081,0.198,468.722,7669.0,4306755882.0,0.328
1355,2014/04/02,0.0,-0.112,0.34,46.293,0.32,468.094,7614.0,4346460442.0,0.327
1356,2014/04/03,-0.002,-0.054,0.234,37.461,0.249,452.299,7558.0,4386165002.0,0.326
1357,2014/04/04,-0.003,-0.006,0.011,39.694,0.156,444.901,7491.0,4425869561.0,0.325
1358,2014/04/05,-0.001,0.037,-0.022,33.71,0.133,446.529,7457.0,4484013413.0,0.325
1359,2014/04/06,0.002,-0.037,0.041,36.726,0.172,454.332,7383.0,4560813489.0,0.321
1360,2014/04/07,0.001,0.095,-0.017,35.357,0.175,455.426,7291.0,4637613566.0,0.321
1361,2014/04/08,0.0,0.152,-0.085,33.09,0.209,453.603,7197.0,4714413642.0,0.323
1362,2014/04/09,-0.001,0.233,-0.159,40.459,0.181,449.697,7129.0,4791213718.0,0.326
1363,2014/04/10,-0.005,0.107,-0.151,32.942,0.083,428.123,7080.0,4868013795.0,0.327
1364,2014/04/11,-0.005,0.052,-0.102,42.041,-0.091,412.083,7030.0,4944813871.0,0.328
1365,2014/04/12,-0.002,-0.036,-0.07,39.113,-0.092,415.048,6954.0,5008203635.0,0.328
1366,2014/04/13,0.001,-0.054,-0.133,38.63,-0.093,416.929,6874.0,5070520574.0,0.327
1367,2014/04/14,0.004,-0.058,-0.121,46.862,-0.138,432.46,6811.0,5132837513.0,0.326
1368,2014/04/15,0.006,-0.077,-0.097,48.291,-0.182,461.779,6760.0,5195154452.0,0.326
1369,2014/04/16,0.01,-0.143,-0.066,51.761,-0.225,495.549,6744.0,5257471391.0,0.327
1370,2014/04/17,0.006,-0.016,-0.075,52.96,-0.225,506.46,6736.0,5326735821.0,0.327
1371,2014/04/18,0.0,-0.026,-0.087,41.353,-0.189,497.36,6730.0,5417689978.0,0.327
1372,2014/04/19,-0.003,0.092,-0.091,38.565,-0.161,491.489,6674.0,5508644136.0,0.327
1373,2014/04/20,0.0,0.024,-0.085,50.244,-0.218,495.171,6619.0,5599598294.0,0.327
1374,2014/04/21,0.001,-0.026,-0.106,40.908,-0.227,498.402,6610.0,5690552451.0,0.326
1375,2014/04/22,0.0,0.034,-0.128,39.486,-0.225,495.72,6585.0,5781506609.0,0.327
1376,2014/04/23,-0.001,-0.006,0.04,43.654,-0.026,490.334,6538.0,5871789984.0,0.326
1377,2014/04/24,-0.001,0.041,0.124,38.837,0.049,487.831,6459.0,5937522719.0,0.327
1378,2014/04/25,-0.003,-0.004,0.133,55.436,0.046,475.945,6393.0,6003255455.0,0.327
1379,2014/04/26,-0.003,-0.093,0.126,38.112,0.035,464.407,6316.0,6068988190.0,0.326
1380,2014/04/27,-0.004,0.021,0.136,47.684,0.052,455.094,6233.0,6134720925.0,0.326
1381,2014/04/28,-0.003,0.044,0.175,37.595,0.069,444.338,6180.0,6200453661.0,0.325
1382,2014/04/29,-0.001,-0.101,0.139,49.806,0.011,442.128,6128.0,6267780204.0,0.325
1383,2014/04/30,-0.001,0.025,-0.055,35.689,-0.015,442.563,6067.0,6367580589.0,0.326
1384,2014/05/01,0.002,-0.149,-0.063,50.523,0.061,448.75,6007.0,6467380974.0,0.325
1385,2014/05/02,0.001,-0.005,-0.099,41.903,0.034,449.511,5980.0,6567181359.0,0.326
1386,2014/05/03,0.0,0.065,-0.093,41.64,0.032,444.855,5946.0,6666981744.0,0.326
1387,2014/05/04,-0.002,-0.004,-0.088,44.8,0.048,438.523,5893.0,6766782129.0,0.326
1388,2014/05/05,-0.002,0.096,-0.108,41.039,0.067,433.955,5853.0,6848143222.0,0.327
1389,2014/05/06,-0.001,0.014,-0.022,53.339,0.117,430.002,5807.0,6910848090.0,0.327
1390,2014/05/07,0.0,-0.037,-0.028,41.983,-0.082,431.996,5792.0,6973552958.0,0.327
1391,2014/05/08,0.001,0.078,-0.013,49.142,-0.075,436.661,5851.0,7036257826.0,0.326
1392,2014/05/09,0.002,0.071,0.042,48.492,-0.057,441.384,5904.0,7098962695.0,0.327
1393,2014/05/10,0.001,-0.064,0.048,50.186,-0.045,446.198,5891.0,7161667563.0,0.327
1394,2014/05/11,0.0,-0.007,0.042,41.721,-0.046,445.106,5843.0,7224372431.0,0.326
1395,2014/05/12,-0.001,-0.093,0.017,49.315,-0.091,441.507,5785.0,7299033712.0,0.326
1396,2014/05/13,-0.001,-0.004,0.002,42.483,-0.02,438.471,5751.0,7390156719.0,0.325
1397,2014/05/14,0.0,-0.018,0.019,42.695,-0.008,439.571,5724.0,7481279726.0,0.325
1398,2014/05/15,0.001,-0.026,-0.003,47.42,-0.016,442.963,5705.0,7572402734.0,0.325
1399,2014/05/16,0.001,-0.109,0.021,47.471,0.063,444.568,5675.0,7663525741.0,0.325
1400,2014/05/17,0.0,-0.01,0.013,42.536,0.061,445.693,5638.0,7747701257.0,0.324
1401,2014/05/18,0.0,-0.052,0.016,49.426,0.059,445.537,5567.0,7810187046.0,0.32
1402,2014/05/19,0.0,-0.068,0.027,45.126,0.044,445.324,5524.0,7872672835.0,0.319
1403,2014/05/20,0.002,-0.003,0.029,47.831,0.031,455.196,5612.0,7935158623.0,0.319
1404,2014/05/21,0.005,-0.029,0.022,56.827,0.041,475.418,5600.0,7997644412.0,0.319
1405,2014/05/22,0.006,-0.003,0.014,57.068,0.011,496.228,5593.0,8060130201.0,0.318
1406,2014/05/23,0.006,0.051,-0.02,62.004,0.002,516.345,5667.0,8122615989.0,0.319
1407,2014/05/24,0.003,0.076,0.653,44.308,0.666,520.916,5736.0,8210419566.0,0.319
1408,2014/05/25,0.005,0.049,0.643,53.823,0.659,541.273,5788.0,8326315482.0,0.318
1409,2014/05/26,0.005,0.047,0.64,49.751,0.667,563.34,5806.0,8442211398.0,0.317
1410,2014/05/27,0.005,0.054,0.66,45.756,0.689,573.441,5850.0,8558107315.0,0.317
1411,2014/05/28,0.001,0.038,0.664,56.513,0.687,573.836,5869.0,8674003231.0,0.317
1412,2014/05/29,-0.001,0.042,0.654,46.307,0.668,569.635,5863.0,8788305339.0,0.317
1413,2014/05/30,0.002,-0.031,0.65,59.568,0.63,580.87,5921.0,8870133606.0,0.316
1414,2014/05/31,0.005,-0.029,-0.008,54.528,0.645,601.985,5940.0,8951961872.0,0.316
1415,2014/06/01,0.008,-0.006,0.005,61.185,0.648,627.632,6003.0,9033790139.0,0.313
1416,2014/06/02,0.004,-0.075,0.001,65.029,0.641,636.021,6074.0,9115618406.0,0.311
1417,2014/06/03,0.004,-0.055,0.013,52.417,0.673,651.58,6130.0,9197446673.0,0.31
1418,2014/06/04,0.0,-0.065,0.051,53.391,0.715,648.212,6215.0,9279274939.0,0.309
1419,2014/06/05,0.002,-0.014,0.078,51.33,0.732,650.214,6280.0,9365382258.0,0.309
1420,2014/06/06,-0.001,0.033,0.028,39.46,0.678,651.08,6380.0,9490571584.0,0.309
1421,2014/06/07,0.001,-0.036,0.033,51.295,0.025,651.98,6407.0,9615760910.0,0.309
1422,2014/06/08,0.0,0.014,0.016,39.481,0.021,652.391,6501.0,9740950236.0,0.307
1423,2014/06/09,-0.001,0.042,0.026,54.401,0.028,650.188,6451.0,9866139562.0,0.306
1424,2014/06/10,0.0,-0.023,0.032,47.563,0.046,650.263,6444.0,9991328888.0,0.305
1425,2014/06/11,-0.001,0.043,0.034,45.304,0.084,646.207,6421.0,10104561802.0,0.305
1426,2014/06/12,-0.003,-0.024,0.019,49.62,0.097,633.289,6512.0,10201332989.0,0.303
1427,2014/06/13,-0.005,-0.027,0.096,40.455,0.124,612.163,6519.0,10298104176.0,0.304
1428,2014/06/14,-0.007,-0.022,0.11,40.923,0.143,589.717,6484.0,10394875363.0,0.303
1429,2014/06/15,-0.006,-0.059,0.113,39.6,0.129,573.652,6444.0,10491646550.0,0.301
1430,2014/06/16,0.0,-0.029,0.1,42.838,0.126,582.296,6445.0,10588417737.0,0.301
1431,2014/06/17,0.002,-0.017,0.061,41.577,0.093,591.392,6395.0,10685188924.0,0.3
1432,2014/06/18,0.004,0.018,0.039,28.641,0.072,602.173,6368.0,10829109835.0,0.3
1433,2014/06/19,0.001,-0.02,0.041,43.399,0.06,603.619,6379.0,10982748629.0,0.3
1434,2014/06/20,-0.001,-0.053,0.052,41.578,0.148,597.8,6364.0,11136387422.0,0.298
1435,2014/06/21,-0.002,-0.007,0.031,36.41,0.141,592.25,6340.0,11290026216.0,0.298
1436,2014/06/22,0.0,0.0,0.033,31.611,0.146,594.438,6337.0,11443665009.0,0.297
1437,2014/06/23,0.0,0.002,-0.109,47.287,-0.009,592.619,6331.0,11571986015.0,0.296
1438,2014/06/24,0.0,-0.026,-0.438,42.509,-0.377,589.149,6365.0,11672214681.0,0.294
1439,2014/06/25,-0.003,-0.062,-0.456,38.844,-0.417,577.929,6322.0,11772443347.0,0.294
1440,2014/06/26,-0.002,-0.044,-0.472,37.742,-0.431,572.169,6286.0,11872672012.0,0.293
1441,2014/06/27,0.0,-0.013,-0.496,51.931,-0.444,576.7,6247.0,11972900678.0,0.293
1442,2014/06/28,0.003,0.006,-0.512,45.128,-0.481,588.007,6190.0,12073129344.0,0.292
1443,2014/06/29,0.002,0.021,-0.526,30.133,-0.493,593.584,6147.0,12238908132.0,0.291
1444,2014/06/30,0.004,0.103,-0.354,35.642,-0.464,607.721,6145.0,12450999507.0,0.292
1445,2014/07/01,0.005,0.158,0.093,42.269,-0.344,630.434,6191.0,12663090881.0,0.293
1446,2014/07/02,0.005,0.107,0.087,41.894,-0.368,642.641,6257.0,12875182256.0,0.295
1447,2014/07/03,0.002,0.078,-0.017,43.117,-0.489,645.284,6254.0,13087273630.0,0.295
1448,2014/07/04,-0.001,0.026,0.002,51.123,-0.494,640.462,6208.0,13299365004.0,0.295
1449,2014/07/05,-0.002,0.015,0.009,37.145,-0.503,634.345,6187.0,13507177327.0,0.294
1450,2014/07/06,-0.001,0.038,0.029,41.886,-0.497,632.408,6152.0,13675907642.0,0.293
1451,2014/07/07,-0.001,-0.061,-0.13,46.978,-0.485,629.208,6119.0,13844637957.0,0.291
1452,2014/07/08,-0.001,-0.067,-0.258,42.555,-0.165,624.906,6056.0,14013368272.0,0.289
1453,2014/07/09,-0.001,-0.09,-0.275,47.319,-0.187,622.198,6015.0,14182098587.0,0.288
1454,2014/07/10,-0.001,-0.015,-0.169,40.997,-0.186,618.944,5989.0,14350828903.0,0.288
1455,2014/07/11,0.0,0.035,-0.182,43.985,-0.18,620.152,5954.0,14519559218.0,0.289
1456,2014/07/12,0.001,0.004,-0.167,47.883,-0.158,626.161,5943.0,14688839273.0,0.289
1457,2014/07/13,0.001,-0.024,-0.162,45.76,-0.133,629.204,5938.0,14874831442.0,0.288
1458,2014/07/14,0.0,0.049,0.015,34.39,-0.116,626.13,5917.0,15060823611.0,0.288
1459,2014/07/15,-0.001,-0.012,0.027,57.06,-0.231,622.741,5893.0,15246815780.0,0.287
1460,2014/07/16,-0.001,0.068,0.056,37.918,-0.219,619.304,5899.0,15432807948.0,0.287
1461,2014/07/17,0.0,-0.027,0.028,53.761,-0.141,618.203,5864.0,15618800117.0,0.287
1462,2014/07/18,0.0,-0.001,0.013,49.861,-0.169,619.897,5845.0,15757642561.0,0.286
1463,2014/07/19,0.001,0.012,-0.004,48.913,-0.171,623.546,5786.0,15886767123.0,0.286
1464,2014/07/20,0.0,-0.004,-0.017,40.925,-0.179,623.59,5732.0,16015891686.0,0.286
1465,2014/07/21,0.0,-0.075,-0.144,51.439,-0.129,621.262,5702.0,16145016248.0,0.284
1466,2014/07/22,-0.001,0.015,-0.098,44.959,-0.071,620.133,5653.0,16274140810.0,0.284
1467,2014/07/23,0.0,-0.049,-0.113,50.589,-0.057,619.186,5612.0,16403265372.0,0.283
1468,2014/07/24,-0.001,0.025,-0.082,43.788,-0.055,613.536,5594.0,16532389934.0,0.283
1469,2014/07/25,-0.002,-0.025,-0.063,51.922,-0.05,605.743,5579.0,16664950385.0,0.283
1470,2014/07/26,-0.002,0.027,-0.052,38.211,-0.056,598.617,5527.0,16840745766.0,0.283
1471,2014/07/27,-0.001,0.001,-0.049,44.725,-0.067,596.21,5470.0,17016541148.0,0.282
1472,2014/07/28,-0.001,0.003,0.05,47.649,-0.094,590.453,5445.0,17192336529.0,0.282
1473,2014/07/29,-0.001,-0.051,0.024,42.128,-0.074,586.646,5426.0,17302581788.0,0.281
1474,2014/07/30,-0.002,-0.045,0.022,47.292,-0.092,579.849,5386.0,17366514461.0,0.281
1475,2014/07/31,-0.001,-0.007,0.023,39.931,-0.059,576.525,5344.0,17430447134.0,0.281
1476,2014/08/01,0.001,0.019,0.105,47.932,0.042,583.009,5314.0,17494379807.0,0.281
1477,2014/08/02,0.002,-0.053,0.122,47.662,0.07,588.054,5288.0,17558312480.0,0.28
1478,2014/08/03,0.001,-0.011,0.126,40.868,0.076,586.978,5273.0,17622245153.0,0.278
1479,2014/08/04,-0.001,0.07,0.125,39.867,0.175,585.818,5238.0,17686177826.0,0.278
1480,2014/08/05,-0.001,0.079,0.149,49.102,0.174,583.725,5232.0,17750110499.0,0.278
1481,2014/08/06,0.0,0.064,0.192,58.613,0.213,582.288,5192.0,17814043172.0,0.278
1482,2014/08/07,0.0,-0.018,0.186,46.111,0.21,582.657,5157.0,17877975845.0,0.277
1483,2014/08/08,0.001,0.011,0.103,45.282,0.208,586.744,5108.0,17968519690.0,0.278
1484,2014/08/09,0.001,-0.003,0.082,51.037,0.204,587.434,5072.0,18065559175.0,0.277
1485,2014/08/10,0.0,0.0,0.069,42.648,0.194,587.991,5041.0,18162598661.0,0.276
1486,2014/08/11,-0.001,-0.077,0.058,47.122,0.182,585.773,5024.0,18259088406.0,0.276
1487,2014/08/12,-0.002,-0.07,0.024,37.16,0.173,576.801,5033.0,18338866038.0,0.275
1488,2014/08/13,-0.004,0.021,0.008,32.821,0.199,562.276,5034.0,18418643670.0,0.276
1489,2014/08/14,-0.006,-0.003,0.049,50.053,0.235,537.89,5030.0,18498421302.0,0.276
